Type,Air_temperature__K_,Process_temperature__K_,Rotational_speed__rpm_,Torque__Nm_,Tool_wear__min_,Machine_failure
M,300.3,310.2,1429,44.7,203,0
L,298.3,308.3,1444,43.8,176,0
M,300,309.6,1477,38.1,13,0
H,297.6,308.2,2071,18.5,144,0
M,298.9,310.1,1555,40.6,176,0
L,301.4,311.3,2323,15.9,50,0
M,300.2,309.6,1528,35.1,44,0
L,298.9,308.6,1481,40.7,124,0
L,303.7,312.6,1702,29.1,141,0
H,300.9,311.3,1668,28.9,183,0
L,298.2,308.6,1433,39.5,7,0
L,298.9,310,1776,25.7,51,0
L,300.1,311.3,1470,45.2,40,0
M,298.2,309.3,2056,18.7,144,0
M,298.7,309.8,1343,53.6,134,0
L,297.1,308.4,1583,31.9,2,0
H,297.3,308.5,1435,55,104,0
L,300.2,309.8,1418,49.3,16,0
L,300.7,310.7,1507,46.1,209,0
M,298,307.6,1844,23.8,44,0
H,297.5,308.4,1793,23.9,28,0
L,302.4,312,1621,32.5,169,0
L,300.2,311.8,1379,51,46,0
M,303.6,311.8,1421,44.8,101,1
L,296.9,308,1332,53.9,7,0
L,297.3,308.4,1441,43.4,14,0
L,301.7,310.7,1542,40,188,0
M,295.8,306.6,1480,43.2,92,0
M,301.4,310.7,1617,34.3,101,0
L,300.5,310.5,1564,38.2,199,0
M,300.7,311.7,1412,49.1,219,0
L,299.6,309.1,1476,45.3,166,0
M,298.8,309.7,1477,48.5,138,0
L,297.5,308.9,1738,24,195,0
M,300.8,310.7,1386,42.1,170,0
L,302.6,311,1537,35.5,91,0
M,302,310.4,1212,55.6,79,1
L,298.9,310.3,1496,36.3,161,0
L,299.8,309.7,1431,40.3,101,0
L,298,308.3,1405,56.2,218,1
H,299.8,310.9,1427,47.2,168,0
H,298.7,309.8,1582,33.4,121,0
M,297.7,308.9,1530,39.1,108,0
L,297.5,308.5,1446,41.9,32,0
L,297.7,308.5,1453,45.5,86,0
M,296.1,307.1,1485,36,169,0
L,300.7,312.3,1715,26.8,146,0
M,298.6,309.5,1566,38.1,89,0
M,297.6,308.5,1552,40.9,90,0
M,302.3,311.7,1494,37.1,114,0
L,297,307.6,1575,37.4,98,0
M,301.2,312.4,1505,39.6,102,0
M,302.2,310.9,1488,44.2,57,0
M,298.1,307.9,1377,55.1,42,0
L,299.5,309.1,1415,49.2,8,0
L,300.5,309.8,1445,43.9,164,0
L,303.2,311.5,1513,37.9,0,0
L,300.3,311.7,1579,33.6,59,0
L,298.3,309.9,1463,43.9,116,0
M,298.6,308.4,1778,28.2,161,0
M,296.7,307.4,1533,32.5,182,0
M,299.8,309.1,1268,58,90,0
L,303,311.2,1374,48.2,65,1
L,302.5,310.5,1436,36.5,43,0
M,299.6,309.3,1577,39.8,48,0
L,302.2,310.6,1462,43.6,0,0
M,302.3,311,1384,49.7,192,0
L,300.6,311.7,1556,34.9,76,0
L,299,310.1,1463,37.4,56,0
L,295.8,306.4,1339,53.2,67,0
H,300,309.5,1735,28.9,82,0
M,300.7,310.7,1377,46.7,36,0
L,300.8,312.5,1517,39.2,107,0
L,301,311,1634,31.2,182,0
M,298.7,309.6,1455,46.8,162,0
L,301.6,310.8,1418,44.7,46,0
H,303,312.4,1627,37.1,168,0
L,301.7,310.8,1622,37.8,0,0
M,300.4,310.5,1644,31.4,41,0
L,299.7,309.2,1326,64.8,71,0
M,298.7,309.9,2083,18.2,205,0
M,298.7,309.5,1500,38.8,116,0
M,298.3,309.1,1296,58.7,201,0
L,301.9,311,1669,32.2,191,0
H,303.8,313.2,1381,52.4,140,0
L,301.5,311.1,1469,49.5,107,0
L,299,309.9,1548,34.5,214,0
L,301.4,310.4,1430,50.9,178,0
L,300.1,309.3,1712,28.5,141,0
M,299.3,308.5,1304,60.6,8,0
L,302.6,311.9,1354,48,67,0
L,298.2,308.9,1332,44.4,100,0
L,301.3,310.3,1560,36.3,129,0
H,300.1,311.5,1383,49.1,33,0
L,299,310,1360,48.1,37,0
L,297.5,308.8,1360,50.7,190,0
L,297.4,308.4,1588,32.5,207,0
L,300.8,312.3,1858,26.3,144,0
L,300.8,312.5,1423,47.3,123,0
M,301.2,311,1424,41.4,131,0
M,302.8,312.2,1469,36.9,143,0
L,302.8,312.3,1504,40.3,204,0
L,301.8,310.2,1457,40.4,213,0
L,298.9,310.2,1411,46.5,202,0
M,300.8,312,1443,53.3,151,0
L,299.3,309.2,1541,37.2,118,0
L,300.4,311.4,1936,23.9,131,0
L,299,310.3,1431,39.9,157,0
L,297.9,307.7,1567,34.7,74,0
M,304,313,1575,34.5,92,0
M,298.3,308.1,1722,28.6,89,0
M,302.7,311.1,1297,60.7,125,1
H,301.9,311,1672,29.9,13,0
H,296.6,307.4,1333,50.2,177,0
L,299.9,310.4,1470,50,148,0
L,299.6,310.9,1658,28,76,0
M,298.5,308,1363,49.2,149,0
L,299.6,309.1,1574,39.2,83,0
L,300.8,310.9,1311,55.8,118,0
M,302.3,310.1,1731,33.4,112,0
L,299.2,308.5,1515,39.8,141,0
L,297.6,308.6,1522,37,106,0
L,298.1,308.4,1592,38.2,211,0
L,300.2,311.5,1383,42.1,60,0
L,297.5,308.9,1443,43.5,0,0
L,298.2,308.8,1442,47,18,0
H,301.5,310.5,1587,33.8,57,0
L,300.8,312.4,1493,39.1,79,0
L,300.7,310.4,1234,51.7,160,0
L,300.1,309.4,1858,23.6,26,0
M,296.5,307.4,1350,55.6,69,0
L,302.4,311.8,1476,46.6,110,0
M,299.6,309.4,1283,62.1,83,0
L,301.8,310,2032,19,203,0
M,301,311.6,1301,55,9,0
M,301.9,309.7,1568,37.5,135,0
M,298.8,309.9,1415,53.2,194,0
L,302,310.4,1568,39.2,112,0
M,297.2,308.6,1498,44.4,9,0
M,297,308.2,1702,30.7,124,0
L,299.1,310.5,1628,35.9,174,0
M,298.9,310.7,1638,33.6,218,0
L,297.1,308.4,1693,29.5,100,0
L,298.1,309,1437,36.2,95,0
M,302.4,311.8,1557,31.5,49,0
L,297.3,308.5,1514,44.5,177,0
M,300.2,310.3,1478,38.1,45,0
H,297.5,308.8,1430,49.4,2,0
L,301.5,310.8,1417,49.7,5,0
L,298.4,308.1,1279,53.1,9,0
L,302.4,310,1426,46.6,102,0
M,299.3,309.3,1471,46,42,0
H,300.6,310.6,1419,39.6,3,0
L,300.6,310,1313,52.9,93,0
L,298.2,308.3,1304,49.8,45,0
M,298.1,307.8,1608,32.6,57,0
L,300.1,309.2,1427,37.6,73,0
L,299.2,308.8,1542,39.2,179,0
L,299.8,309.4,1467,46.2,219,0
L,299.3,310.9,1669,32.4,5,0
L,300.6,311,1563,40.7,87,0
L,300.4,311.1,1397,50.8,189,0
L,302,311.1,1402,47.8,182,0
L,297,308.3,1492,48.1,137,0
L,302.5,311.9,1553,40.1,187,0
L,303.2,312.4,1663,33.7,71,0
M,298.7,309.8,1570,42.1,200,0
L,298.5,309.5,1294,66.7,12,1
L,302.3,310.9,1891,22.7,135,0
H,304.1,313.2,1590,43.4,52,0
M,300.3,311.8,1483,45.1,181,0
L,296.9,307.8,1425,49.1,163,0
L,298.8,308.7,1591,31.1,68,0
L,299.8,311.1,1466,46.1,58,0
L,300.6,309.6,1411,41.6,140,0
L,297,307.8,1316,61.2,200,1
L,303.6,313,1593,31.6,52,0
L,301.2,310.5,1546,40,55,0
H,298.6,308.3,1377,52.1,181,0
M,297.1,308.1,1352,44.4,0,0
M,298.2,309,1723,26.6,168,0
L,300.4,309.6,1432,44.7,192,0
L,298.6,309.3,1449,46.5,26,0
L,300.6,310.9,1472,47.6,75,0
H,298.3,309.4,1631,29.8,0,0
L,303.2,311.4,1351,53.8,8,1
L,302,310.3,1648,29.6,157,0
L,302.3,310.8,1650,32.4,26,0
H,300.9,310.7,1403,40.6,207,0
L,301.7,311.1,1469,37.2,128,0
L,303.9,312.6,1642,32.3,127,0
L,300.4,311,1802,26,197,0
L,298.8,309.8,1634,33.6,27,0
L,300.5,311.5,1499,37.6,73,0
L,301.3,311.1,1647,28.2,140,0
L,297.7,308.1,1697,29.1,179,0
H,302.7,312.1,1478,36,191,0
L,297,307.9,1635,31.6,147,0
L,300.6,310,1658,34.7,88,0
L,299.2,308.8,1405,51.4,183,0
M,300.7,309.5,1393,43.9,81,0
M,300.6,311.7,1389,52.1,210,0
M,300.8,310.8,1415,44.5,87,0
L,298,308.9,1607,37.7,49,0
L,299.7,311.1,1650,32.4,60,0
L,301.9,311,2691,12.1,31,1
M,302.2,311.7,1653,31.4,2,0
L,298.8,310.6,1803,25.4,209,0
L,302.6,311.6,1953,22.4,180,0
M,298.5,309.7,1552,34,205,0
M,303,311.2,1592,38.9,188,0
M,300.7,310.3,1659,29.8,6,0
L,298.1,309,1497,40.5,58,0
H,295.6,306.2,1329,55.3,135,0
L,302.4,311.2,1466,43.9,152,0
L,302.2,311.5,1588,30.6,39,0
L,298.8,310.3,1553,36.8,97,0
M,300.8,311.2,1488,40.1,87,0
M,297.3,308.7,1466,38.4,27,0
L,303.3,311.3,1592,33.7,14,0
L,301.3,310.3,1400,44.3,47,0
L,295.6,306.2,1428,44.5,51,0
M,302.2,311.3,1521,40.6,52,0
M,300.7,309.6,1536,37.2,19,0
M,299.3,308.9,1577,34.9,160,0
L,298.8,309.8,1334,49.3,42,0
M,301.6,310.7,2012,20.7,178,0
L,303.9,313.2,1590,31.9,5,0
M,301.7,310.9,1300,62.7,36,0
L,299.6,309.4,1331,46.4,16,0
L,299.1,310.6,1796,26,90,0
L,300.9,310.7,1427,44.1,141,0
M,297.3,308.7,1655,34.1,21,0
L,301.4,310.4,1334,43.2,133,0
L,298.9,310,1633,31.2,76,0
L,300.8,310.7,1358,48.1,198,0
L,301.4,311,1533,45.8,125,0
L,298.9,308.8,1529,32.7,53,0
L,303.5,312.4,1284,70.6,94,1
M,300.2,311.8,1748,28.5,184,0
M,302.3,311.4,1479,45.6,59,0
H,298.8,310.2,1455,44.9,107,0
L,300.5,311.6,1541,47.8,156,0
H,299.7,309.6,1433,49.6,129,0
L,298.4,308,1540,37.8,7,0
M,303.4,311.8,1515,42.6,204,0
H,303.4,312.2,1554,36.8,85,0
L,300.2,310.4,1808,25.8,35,0
L,298,307.8,1414,51.7,140,0
M,298,308.6,1453,44.1,165,0
L,302.9,312.2,1513,37.8,92,0
L,300.8,310.6,1384,52.9,165,0
L,301.4,310.5,1432,54.3,81,0
H,302,310.6,1438,43.2,12,0
L,296.6,307.5,1582,37.9,197,0
L,303.7,313.1,1683,28.4,46,0
L,297.1,308.1,1584,36.8,215,0
M,302.6,311.4,1718,31.2,154,0
H,300.8,311.2,2237,17,95,0
L,300.7,312.1,1512,36.9,153,0
L,297.5,308.6,1260,53.6,137,0
L,296.1,307.1,1651,35.7,167,0
M,303.6,313,1396,38.2,117,0
M,300.8,312.3,1535,40.3,71,0
L,302.2,310.9,1506,34,49,0
L,301.3,310.6,1451,47.5,42,0
L,296.3,307.1,1662,32.9,190,0
M,301.6,310.6,1553,38.9,0,0
L,301.3,310.4,1695,30.9,108,0
M,300.3,309.2,1364,47.6,45,0
L,298.4,309.1,1798,29.6,81,0
H,297.5,308.9,1471,37.7,197,0
L,302.5,310.4,1415,48.2,117,0
M,300.6,309.9,1449,42.4,169,0
H,296.4,307.3,1540,37.4,75,0
M,302.9,311,1556,36.5,44,0
L,302.2,311.5,1346,52.4,157,0
L,298.1,310,1553,40.9,49,0
L,297.7,308.7,1474,46.8,188,0
L,301.4,311,1634,32.6,155,0
L,300,309.1,1791,28.2,108,0
L,299.2,310.4,1570,37.3,37,0
L,298.2,308.9,1444,53.1,83,0
H,302.5,311.9,1595,34.6,112,0
L,301.8,310.7,1680,32.4,76,0
M,297.1,307.9,1662,26.9,183,0
L,301.3,310.3,1626,31.3,180,0
L,302.2,311.3,1389,46.9,106,0
M,297.7,309.2,1700,27.4,176,0
L,298.7,310.2,1525,43.7,34,0
H,299.4,308.9,1762,29.3,91,0
M,303.8,312.6,1768,23.9,149,0
L,301,310.1,1558,32.6,0,0
M,302.9,311.2,1467,37.7,73,0
L,303.6,313,1522,35.8,133,0
M,297.6,309,1815,25.3,66,0
L,302.1,311.3,1758,24.4,200,0
M,302.5,310.3,1710,27.3,186,0
H,303.1,311.3,2056,19.7,167,0
M,297.4,308.5,1566,31.4,76,0
L,302.1,311.4,1518,37.4,102,0
L,298.1,309,1557,36,56,0
L,300.7,309.5,1467,44.3,55,0
M,297.2,308.4,1378,41.9,97,0
L,296.5,307.2,1481,38.2,160,0
H,297.5,309.5,1668,27.9,240,0
L,300.9,311,1432,48.1,59,0
M,302.5,311.9,1524,34.8,86,0
M,301.4,310,1689,32.1,207,0
L,300.5,311.4,1400,45.1,29,0
L,302.2,311.2,1451,41.8,66,0
H,300.1,309.4,1563,40.8,28,0
M,303.5,312.9,1572,44.7,84,0
L,299.3,309.1,1399,52.1,27,0
L,300.6,310.3,1484,41,213,0
L,299.3,308.9,1623,31.1,152,0
L,299,309,1469,40.1,13,0
L,298,308.7,1511,45.8,114,0
L,302.6,312,1674,32.2,70,0
M,300.7,309.6,1568,35.2,82,0
L,299.1,308.2,1348,56.1,110,0
H,303,312.5,1507,37.9,163,0
L,298.8,308.7,1450,43.4,66,0
L,301.1,311.2,1774,29.6,186,0
L,297.9,307.7,1590,34.6,57,0
M,298.5,309.3,1498,34.6,46,0
L,300.2,309.8,1526,45.6,175,0
L,300.3,310.3,1629,34.1,52,0
L,296.7,307.7,1502,43.9,84,0
H,302.2,311.1,1426,50.6,101,0
L,300.7,311,1496,38.3,99,0
H,295.9,306.5,1594,33.2,55,0
L,297.7,307.7,1581,34.9,31,0
L,297.3,308.2,1754,26.8,125,0
L,301.4,310.1,1502,46.6,37,0
L,302.6,312.3,1660,30.3,36,0
L,301.9,311.2,1369,49.8,66,0
L,301.5,310.1,1430,46.5,35,0
H,300.5,311.6,1351,53.5,78,0
M,298.4,309.5,1519,35.4,133,0
L,302.3,311.7,1701,27.5,145,0
L,298.7,310.2,1436,47.5,32,0
L,302.4,310.1,1429,43.7,104,0
L,297,308.1,1537,39,103,0
L,297.7,307.5,1379,43.3,111,0
L,300,309.1,1631,28.3,110,0
L,297.2,308.5,1588,40.4,190,0
L,302.8,310.6,1670,29.1,2,0
L,302.3,311.1,1546,33.1,156,0
M,296.1,307.1,1433,38.5,14,0
L,299.6,310.9,1487,42.5,164,0
M,299.7,310.9,1685,32.1,88,0
L,302,310.8,1383,50.3,231,1
L,300.2,311.7,1448,54.2,173,0
L,300.9,311.1,1417,40.7,24,0
L,297.5,309.4,1809,24.3,110,0
L,301.3,311,1539,36.9,206,0
H,297.1,308.4,1359,46.6,176,0
M,300.9,311.8,1843,24.5,25,0
H,299.9,309.8,1400,48.7,119,0
H,300.4,311.8,2496,13.5,5,0
M,300.5,311.7,2141,17.2,196,0
M,297,308.1,1363,45.3,196,0
L,302.4,311,1486,40.4,192,0
L,299,310.4,1365,49.1,226,1
L,296.2,306.8,1389,53.3,132,0
L,295.7,306.5,1737,26.2,97,0
L,297.6,309,1491,43.2,7,0
H,304,313,1701,30.4,171,0
M,304,313.5,1732,26.2,126,0
L,301.7,311.2,1418,38,166,0
L,298.9,310.1,1823,26.1,131,0
M,301.3,310.5,1481,39.7,85,0
L,297.6,308.3,1424,53.9,132,0
M,301.9,310.9,1456,43.6,45,0
L,302.8,310.6,1671,30.5,201,0
L,298.6,308.4,1485,42.9,38,0
H,298.4,307.9,1700,28.2,120,0
L,300.3,311.7,1707,33.6,158,0
M,297.6,308.7,1376,59.9,74,0
L,300.4,310.8,1390,52.5,144,0
L,298.5,308.8,1670,29.6,13,0
H,300.9,312,2129,17.8,173,0
M,297.8,307.4,1752,26.1,52,0
M,301.7,309.9,1434,47.9,189,0
M,298,308.7,2101,17.4,198,0
L,297.4,308.4,1664,28.1,67,0
M,301.1,310.6,1410,43.9,73,0
L,301.5,310.4,1329,46.6,24,0
L,300.6,310.5,1509,43.1,31,0
L,300.7,310.7,1425,45.3,48,0
L,298.2,308.7,1991,20.5,36,0
H,299.8,309.2,1435,42.6,111,0
L,300.4,310.4,1298,61.4,19,0
L,298.5,308.4,1733,26,8,0
M,297.7,309,1656,33.2,20,0
M,303,311.1,1490,43,108,0
L,297.4,309.3,1332,53.2,115,0
M,301.1,310.6,1479,41.1,72,0
L,299.4,310.5,1749,28.1,179,0
L,300.2,309.2,1667,29.9,75,0
L,301.6,310.7,1679,29.5,10,0
L,300.8,310.7,1586,33.4,142,0
L,301,312.1,1675,30.7,200,0
L,300.6,311,1543,34.7,89,0
L,300.9,312,1493,38.7,217,0
L,300.5,311.6,1447,45.4,204,0
M,300.7,309.7,1397,51.3,155,0
H,297.6,309,1413,40.2,51,0
L,301,310.9,1578,38.4,49,0
L,297.5,308.6,1388,48.2,203,0
L,303.7,312.5,1670,26.1,139,0
L,300.9,312.1,1423,40.2,63,0
M,297.2,308.5,1353,46.5,185,0
L,300.7,310.1,1261,56.6,98,0
L,300.9,311.4,2073,21.4,105,0
L,298.1,308,1697,31,164,0
L,301.1,310.6,1611,35.2,70,0
L,300.9,310.8,1493,45.8,57,0
L,298.5,309.6,1861,26.9,130,0
L,297.5,308.4,1604,38.1,106,0
L,300.4,309.5,1525,51.3,4,0
L,299.4,308.9,1550,33.7,174,0
L,298.4,308,1380,47.6,130,0
L,299.9,311.3,1429,58.2,103,0
L,303,311.2,1383,44.6,198,0
M,300.4,309.2,1528,37.2,228,0
L,297.4,308.8,1462,49.7,132,0
L,297.5,308.4,1747,31,45,0
L,301,310.5,1429,39.4,98,0
M,301.5,310.7,1460,38.6,14,0
L,300.2,310.6,1431,42.3,113,0
L,296.6,307.6,1671,28.8,108,0
L,302.8,312.1,1487,36.6,84,0
H,298.6,309.5,1420,50.4,82,0
M,300.9,311.9,1310,56.1,35,0
M,303.5,312.9,1883,23.3,100,0
M,300.4,311.6,1359,55.4,160,0
M,297.5,308.7,1546,38,123,0
M,300.6,309.6,1588,37,50,0
M,302.4,311.9,1398,50.1,188,0
L,297.8,308.3,1477,44.8,170,0
L,301.7,310.3,1397,44.6,57,0
H,295.6,306.1,1623,30.9,210,0
H,298.4,308.9,1782,23.9,24,0
L,304,313,1350,61.1,88,0
M,299.3,310.5,1404,47.5,12,0
L,300.2,309.1,1479,47,22,0
M,302.4,311.4,1534,40.1,41,0
M,301.8,311.1,1413,42.2,9,0
L,296.9,308,1514,41,120,0
H,302.3,311.4,1443,44.1,51,0
L,297.7,307.2,1668,37.8,5,0
M,299.9,309.4,1483,38.1,193,0
L,301.4,311.1,1469,36.9,133,0
L,297.5,308.9,1427,50.4,17,0
L,298.4,308.2,1471,47,214,0
M,299.3,308.8,1442,49,165,0
M,300.4,311,1433,46.1,199,0
L,299.1,309,1450,43,40,0
L,300.2,310.1,1523,42.3,25,0
L,297.6,308.7,1319,50.9,141,0
M,300.2,310,1664,30.7,179,0
L,299.2,309.1,1345,60.7,191,1
M,299.4,309.1,1417,47.3,59,0
L,300.5,311.4,1466,41.8,112,0
L,303.4,311.9,1531,37.9,203,0
M,296.9,307.8,1544,37.6,109,0
M,300.3,311.6,1359,54.1,81,0
L,297.8,307.8,1573,37.9,33,0
M,296.7,307.7,1597,32.1,114,0
L,299,308.6,1661,32.2,106,0
L,300,309.2,1759,27.9,5,0
L,298.9,310.1,1473,42.6,164,0
L,300,309.5,1869,22.7,49,0
L,297.4,308.3,1801,26.9,11,0
L,297.4,309.1,1380,41.1,152,0
L,301.5,310.5,1644,34.9,186,0
M,300.4,310,1560,42.3,186,0
L,300.6,312,1430,42.7,130,0
M,302.2,311.5,1734,25,116,0
M,300.8,311.2,1634,31.9,178,0
L,301,310.9,1813,28.5,197,0
L,301.7,310.2,1311,57.4,40,1
L,300.9,311.5,1505,41.1,129,0
H,302.5,311.8,2370,14.7,198,0
L,295.6,306.2,1443,48.9,33,0
L,304,313.1,1564,50.9,119,0
L,301,312.1,1405,46.1,79,0
H,300.9,311,1853,23.6,122,0
L,302.3,310.8,1465,43.8,7,0
M,301,311.2,1521,35.8,13,0
L,303.5,312,1756,29.7,28,0
L,302.7,310.7,1398,57.7,19,0
L,297.3,307.9,1579,34.4,193,0
H,298.6,308.4,1407,50.5,164,0
H,298,307.7,1547,36.8,186,0
L,302.6,310.8,1470,41.2,156,0
L,300.4,311.4,1309,55.5,71,0
M,302.5,312,1451,43.2,189,0
L,299.2,310.7,1737,27,225,1
L,301.6,310.7,1638,33.8,196,0
H,297.8,309.2,1648,33,29,0
L,298.2,309.2,1922,22.6,132,0
L,303.7,313,1694,28,44,0
L,299.3,309.1,1293,53.7,189,0
L,300.3,311.8,1508,43.1,57,0
L,301.8,310.7,1644,33.4,68,0
L,297,308.1,1355,43.7,217,0
L,299.5,309.1,1357,47.3,106,0
M,297.3,308.8,1586,32.7,131,0
L,298.1,308.1,1791,27.3,63,0
H,300.9,311.9,1513,38,38,0
H,300.2,309.9,1906,22.9,165,0
L,299.2,308.4,1509,39.4,0,0
L,298.2,309.3,1355,43.8,142,0
L,298.3,309.4,1468,46.2,10,0
L,298.8,309.8,1461,39.4,141,0
M,299.7,311,1506,42.7,85,0
L,304,313,1407,42.1,5,0
M,301.5,310.5,1623,33.5,157,0
L,303.1,312.6,1514,42.1,138,0
L,301.1,311.3,1268,60,53,0
M,300,310.2,1443,58.7,68,0
L,298,308.2,1489,40.4,11,0
L,297.5,308.3,1388,48.6,27,0
L,298.5,309.8,1593,35.1,203,0
L,298.2,308.3,1402,51,141,0
L,298.4,308.2,1282,60.7,216,1
L,302.7,311.8,1461,46.1,10,0
L,298,307.6,1509,41.6,33,0
L,300.8,310.2,1850,22.8,33,0
L,298.2,309,1651,31.5,197,0
H,303.8,313.2,1379,50.2,178,0
M,301.9,310.4,1373,48,73,1
M,300.5,311.9,1730,27.5,209,0
L,298.1,308.6,1558,42.4,14,0
L,304,312.9,1363,62.5,200,1
H,301.1,310,1470,40.1,23,0
L,297.4,308.5,1496,36.4,126,0
L,299.3,308.6,1520,33.7,76,0
M,298.5,309.2,1449,46.4,83,0
H,297.5,308.6,1481,38.8,14,0
L,300.9,310.9,1370,52.5,107,0
M,297.1,308.4,1432,53.4,199,0
M,302.9,312.4,1421,46,206,0
H,298.8,308.9,1466,44.1,184,0
L,301.3,310.4,1346,46.7,90,0
L,302.3,310.1,1353,50.9,36,1
L,300.9,310,1671,26.8,199,0
L,298.5,310,1492,41.2,19,0
M,297.8,309.7,1700,31.3,200,0
L,303.5,311.9,1565,38.9,12,0
L,297.1,308.4,1468,44.4,197,0
M,299,310.6,1787,22.2,192,0
L,300.2,309.7,1771,27.1,104,0
M,300.9,310.7,1268,56.3,161,0
L,297.1,308.3,1403,54.1,179,0
L,298.3,308.6,1499,38.3,142,0
H,300.5,310.7,1654,28.6,161,0
L,302.5,310.3,1584,35.5,158,0
L,296.7,307.9,1690,29.6,119,0
L,300.7,310.1,1598,32.8,79,0
H,297.2,308.5,1482,39.3,187,0
H,302.2,310.9,1415,48.4,185,0
L,296.7,307.8,1646,34.6,238,0
M,297.4,308.7,1798,23,135,0
L,296.9,307.9,1626,29.9,177,0
M,299.8,309.6,1346,53.2,95,0
L,301.3,310.1,1355,53.6,193,0
L,297.2,308.6,1636,31.3,192,0
H,298.1,308,1570,35.3,159,0
L,299.8,309.3,1386,49.4,116,0
L,298.1,307.7,1523,37.7,80,0
L,303.6,312.6,1606,33.6,184,0
H,302.3,311.8,1804,25,43,0
L,298.9,310.4,1831,25.4,81,0
L,297.9,308.5,1683,28.5,63,0
L,299,309.4,1758,25.7,68,0
M,303.7,312.9,1566,32.6,9,0
L,302.1,311.2,1454,59.2,153,1
L,300.7,310.6,1520,45.9,146,0
H,297.4,308.3,1502,43.6,169,0
L,302.7,312.1,1597,39.8,153,0
L,297.1,308.2,1427,45.2,136,0
M,296.6,307.4,1544,42.3,170,0
M,303.7,312.6,1671,30.5,163,0
L,300.1,311.4,1438,42.2,139,0
M,298.6,309.4,1774,27.5,154,0
L,297.3,308.5,1528,44.5,140,0
M,301.4,311,1234,55.8,152,0
M,298.8,309.8,1490,38.6,127,0
L,298.6,308.2,1705,26.3,177,0
L,298.4,309.3,1542,35.4,208,0
M,297.6,308.7,1392,41.2,178,0
M,301.8,310.2,1437,42.3,0,0
L,300.4,309.9,1496,31.8,154,0
H,299.3,309.1,1552,40.7,120,0
L,298,308.7,1506,47,208,0
M,303.9,312.7,1485,43.3,174,0
L,300.5,311.3,1490,41.8,39,0
L,299.1,310.6,1921,23.9,158,0
L,295.5,306,1546,35.9,169,0
L,302.1,310.8,1596,37.1,43,0
H,300.3,309.9,1677,30.1,130,0
L,300.9,310.6,1350,53.8,131,0
M,297.1,308.5,1515,42.1,81,0
M,303.7,312,1402,48.6,76,0
L,298.7,309.2,1396,44.8,178,0
M,298.4,309.1,1576,38.8,167,0
M,302.9,311,1402,40.7,52,0
L,301.5,310.5,1534,39.3,119,0
L,297,308.1,1429,54,138,0
M,298.1,307.9,1569,37,29,0
M,304.3,313.5,1525,42,2,0
M,300.8,310.7,1371,44.7,205,0
L,303.7,312.4,1316,59.3,137,0
L,303.5,312.4,1340,44.5,76,0
L,297.4,308.5,1761,27.2,76,0
M,297.4,308.6,1528,29.1,163,0
M,303.7,312.8,1366,47.3,49,0
L,300,309.6,1571,33.1,65,0
L,297.5,308.6,1380,53.5,192,0
H,301.5,310.7,1394,46.7,130,0
L,300.6,311.8,1471,41.4,39,0
L,299.1,310.2,1425,52.7,154,0
M,300.7,310.9,1468,41.8,112,0
L,299.2,308.7,1325,51,171,0
M,298.1,308.3,1680,33.7,185,0
L,299.1,310.1,1894,20.1,106,0
L,302.9,312.4,1561,34.8,150,0
L,301.6,310.8,1392,42.4,3,0
H,300.3,309.9,1509,46.6,125,0
M,298.4,309.1,1525,39.3,86,0
L,297.7,308.7,1731,28.4,104,0
L,297.6,308.9,1449,47.7,209,0
L,300.7,312.4,1470,38.6,56,0
M,300.9,310.2,1533,38.1,137,0
L,297.5,309.4,1517,36.7,233,0
L,304.3,313.5,1452,41.5,15,0
M,301.3,310.4,2093,18.7,190,0
L,300.4,310.4,1286,56.8,46,0
M,302.1,311.2,1616,35.1,57,0
L,301.3,310.3,1555,41.2,131,0
L,300.2,311.8,1464,44.5,179,0
H,302.4,311.6,1544,39.1,70,0
L,299.8,309.3,1299,65.1,212,1
M,301.4,310.7,1692,32.3,5,0
L,298.1,308,1652,28.5,63,0
L,302.5,311.1,1493,39,137,0
M,301.4,311.2,1434,47.6,52,0
L,300.4,311.5,1704,29.7,103,0
M,297.3,308.1,1370,58.8,199,0
M,303,311.1,1372,54.3,117,1
L,299.1,308.5,1415,43.4,0,0
L,300.1,310.5,1627,29.2,95,0
L,298.7,310.1,1401,45.3,67,0
L,301,311.2,1467,45.4,36,0
L,300.1,309.4,1453,47.6,28,0
H,302.3,311.4,1372,46,86,0
M,298.9,309.2,1412,44.1,140,0
L,299.2,308.5,1366,49.7,74,0
M,300.3,311.6,1304,62.8,118,0
M,299.4,308.7,1289,60.5,104,0
L,297.9,307.9,1426,43.6,89,0
H,300.6,309.4,1555,37.9,24,0
L,297.6,309.2,1611,33.1,155,0
H,299.7,310.3,1462,40.4,19,0
M,297.5,308.4,1685,28.1,15,0
M,300.2,310.6,1983,20.8,83,0
L,299.2,308.5,1821,26.1,69,0
L,300.9,311.6,1671,33.5,148,0
L,302.5,310.3,1539,39,119,0
M,301.1,311.3,1836,22.8,31,0
M,299.5,308.7,1321,51.9,114,0
L,301.5,311.1,1458,41.4,123,0
L,301,311.9,1889,23.5,198,0
L,298.9,309.6,1589,34.2,197,0
L,295.5,306,1800,27.6,208,0
L,299.4,309,1507,41,213,0
L,301.9,311.3,1501,40.8,59,0
H,300.2,309.6,1442,49.2,61,0
